"COD_UNIDADE","NOME_UNIDADE_GESTORA","ANO","MESES","TRANSACAO","EMPRESA","TIPO_COMPRA","VALOR_TRANSACAO","CUSTO_COMPRAS","CUSTO_COMPRASNUM"
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,622,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1211,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,732,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,721,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,457,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,270,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,473,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,332,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,382,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,978,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,793,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,492,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,335,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,780,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,329,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,415,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,363,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1353,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1537,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,682,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1537,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1938,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1627,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,355,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,365,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,601,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,896,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1647,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1556,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,415,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,600,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,756,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,481,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,873,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,270,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,498,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,258,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,287,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,690,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,438,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1743,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,896,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,888,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1605,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,558,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1563,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,873,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,756,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,387,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1501,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,266,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1556,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,792,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,436,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,222,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,258,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,600,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,1627,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,593,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,457,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,1956,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,143,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,416,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,1044,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,434,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,747,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,534,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,1755,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,420,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,649,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,624,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,635,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,488,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,283,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,421,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,281,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,582,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,585,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,283,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,502,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,145,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,281,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,217,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,187,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,190,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,278,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,1093,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,1024,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,487,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,584,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,510,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,637,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,283,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,775,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,664,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,616,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,186,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,363,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,324,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,1005,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,560,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,1005,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,3,1,283,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,787,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,278,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,664,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,506,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,713,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,992,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,335,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,735,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,519,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,589,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,280,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,941,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,312,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,585,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,530,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,488,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,677,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1178,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,589,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,168,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,166,BAIXO,1
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,1028,ALTO,3
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,730,MEDIO,2
63000,ADVOCACIA-GERAL DA UNIAO,2018,7,1,2,1,627,MEDIO,2
